YEAR;DAY;MONTH;CODE_INDICE_CONDICOES_ECONOMICAS_ATUAIS;INDICE_CONDICOES_ECONOMICAS_ATUAIS;CODE_IPCA_INDICE_GERAL;IPCA_INDICE_GERAL;CODE_IPCA_TAXA_VARIACAO;IPCA_TAXA_VARIACAO;CODE_PIB;PIB;CODE_TAXAS_DESEMPREGO;TAXAS_DESEMPREGO;uf;tcb;sr;cliente;ocupacao;cnae_secao;cnae_subclasse;porte;modalidade;origem;indexador;numero_de_operacoes;a_vencer_ate_90_dias;a_vencer_de_91_ate_360_dias;a_vencer_de_361_ate_1080_dias;a_vencer_de_1081_ate_1800_dias;a_vencer_de_1801_ate_5400_dias;a_vencer_acima_de_5400_dias;vencido_acima_de_15_dias;carteira_ativa;carteira_inadimplida_arrastada;ativo_problematico
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AC;Bancário;S1;PJ;-;PJ - Alojamento e alimentação;-;PJ - Médio                                   ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;50248,51;132121,22;163333,36;0,00;0,00;0,00;0,00;345703,09;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AC;Bancário;S1;PJ;-;PJ - Alojamento e alimentação;PJ - Fornecimento de alimentos preparados preponderantemente para empresas;PJ - Médio                                   ;PJ - Capital de giro;Sem destinação específica;Flutuantes;<= 15;20939,18;0,00;0,00;0,00;0,00;0,00;0,00;20939,18;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AC;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";"PJ - Comércio varejista de bicicletas e triciclos; peças e acessórios";PJ - Micro                                   ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;31214,19;67498,32;39473,19;0,00;0,00;0,00;0,00;138185,70;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AC;Bancário;S2;PF;PF - Empregado de empresa privada;-;-;PF - Até 1 salário mínimo                    ;PF - Veículos;Sem destinação específica;Prefixado;<= 15;3935,46;9737,93;15847,65;0,00;0,00;0,00;0,00;29521,04;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AC;Bancário;S3;PF;PF - Servidor ou empregado público;-;-;PF - Mais de 1 a 2 salários mínimos          ;PF - Empréstimo com consignação em folha;Sem destinação específica;Prefixado;869;252512,71;626966,92;1021700,70;546064,73;395350,02;0,00;49525,83;2892120,91;65392,41;121788,52
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AC;Bancário;S3;PJ;-;PJ - Alojamento e alimentação;PJ - Lanchonetes, casas de chá, de sucos e similares;PJ - Pequeno                                 ;PJ - Outros créditos;Sem destinação específica;Prefixado;<= 15;4784,24;73451,05;0,00;0,00;0,00;0,00;2583,49;80818,78;0,00;27830,71
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AC;Cooperativas;S5;PJ;-;PJ - Construção;-;PJ - Indisponível                            ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;565035,98;109907,94;344169,13;293427,96;0,00;0,00;0,00;1312541,01;0,00;777499,57
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AL;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Padaria e confeitaria com predominância de revenda;PJ - Pequeno                                 ;PJ - Operações com recebíveis;Sem destinação específica;Prefixado;<= 15;10308,95;23368,60;47239,15;1708,27;0,00;0,00;0,00;82624,97;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AL;Bancário;S1;PJ;-;PJ - Indústrias de transformação;PJ - Fabricação de artefatos diversos de madeira, exceto móveis;PJ - Micro                                   ;PJ - Outros créditos;Sem destinação específica;Prefixado;<= 15;6520,30;1742,23;0,00;0,00;0,00;0,00;2873,47;11136,00;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AL;Bancário;S1;PJ;-;PJ - Indústrias de transformação;PJ - Fabricação de produtos derivados do cacau e de chocolates;PJ - Micro                                   ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;16,77;0,00;0,00;0,00;0,00;0,00;0,00;16,77;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AL;Bancário;S1;PJ;-;PJ - Informação e comunicação;PJ - Suporte técnico, manutenção e outros serviços em tecnologia da informação;PJ - Micro                                   ;PJ - Capital de giro;Sem destinação específica;Pós-fixado;<= 15;2,71;0,00;0,00;0,00;0,00;0,00;0,00;2,71;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AL;Bancário;S2;PJ;-;PJ - Indústrias de transformação;PJ - Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;PJ - Pequeno                                 ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;4174,88;18786,96;45914,60;0,00;0,00;0,00;0,00;68876,44;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AL;Bancário;S3;PJ;-;PJ - Indústrias de transformação;PJ - Manutenção e reparação de geradores, transformadores e motores elétricos;PJ - Micro                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;4418,65;11027,23;1338,26;0,00;0,00;0,00;0,00;16784,14;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AL;Bancário;S4;PF;PF - Servidor ou empregado público;-;-;PF - Indisponível                            ;PF - Veículos;Sem destinação específica;Prefixado;<= 15;1180,72;0,00;0,00;0,00;0,00;0,00;0,00;1180,72;0,00;1180,72
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AL;Bancário;S4;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de brinquedos e artigos recreativos;PJ - Micro                                   ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;841,62;1624,64;0,00;0,00;0,00;0,00;0,00;2466,26;0,00;2466,26
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AL;Não bancário;S4;PF;PF - Empresário;-;-;PF - Mais de 3 a 5 salários mínimos          ;PF - Veículos;Sem destinação específica;Prefixado;<= 15;22304,43;53466,90;91906,34;11793,74;0,00;0,00;14347,26;193818,67;39623,79;48416,80
